timestamp,open,high,low,close,volume
2023-01-01 00:00:00+00:00,100.81686849486783,102.55751801794815,99.81925992299838,100.50715771114011,3402.7607325428144
2023-01-01 01:00:00+00:00,100.18896632474984,101.51098207551509,98.43652820726805,100.62094185669005,1794.058944244932
2023-01-01 02:00:00+00:00,101.01830295441607,102.36734528156838,100.58985479634208,100.8841667116608,2822.5849774435947
2023-01-01 03:00:00+00:00,100.91456465557202,101.7256820827191,100.51903902802937,101.25942745301293,3094.577368371792
2023-01-01 04:00:00+00:00,101.52251106018622,103.20730996579775,99.84955407837874,101.27519735732322,2455.40362953166
2023-01-01 05:00:00+00:00,101.81596062637803,102.2168088431724,100.93944333737379,101.52751916072768,2828.832121225568
2023-01-01 06:00:00+00:00,101.29339484161271,103.05851202959641,100.75963362536707,101.77802446518933,6680.754160891939
2023-01-01 07:00:00+00:00,101.49218709764155,101.74389489858918,101.2563547208983,101.5012656111391,2998.4186085212596
2023-01-01 08:00:00+00:00,101.65062264071042,103.63777002541052,100.92420123956693,102.05492410658549,6014.511982723593
2023-01-01 09:00:00+00:00,101.69385034612937,103.30316027242104,101.37379314668728,102.48195510824654,3279.159766074769
2023-01-01 10:00:00+00:00,102.2264460599747,103.74430893607818,101.00606122214418,102.53954712111626,2354.7620850184385
2023-01-01 11:00:00+00:00,102.49983092427946,103.89041300782038,102.28984004699909,102.731462866644,3654.385079015806
2023-01-01 12:00:00+00:00,102.78636308097232,103.64849804698487,101.88779979551241,103.12441418459973,2611.6435808380434
2023-01-01 13:00:00+00:00,102.6892337618309,104.21236914997651,101.07235829370079,103.28517345835381,2942.5418618687336
2023-01-01 14:00:00+00:00,103.15143073715265,103.65306434596427,102.04800553556092,103.44914482844894,1376.9156779651341
2023-01-01 15:00:00+00:00,103.6529878375221,105.10627321532685,102.52002449667928,103.24742553120193,3395.5572779744844
2023-01-01 16:00:00+00:00,103.7174735139733,104.64600511656602,103.27193630567596,103.64533899724154,2452.355571376606
2023-01-01 17:00:00+00:00,102.9595616176559,104.55529592066489,101.23265785430819,103.91116031559864,4453.684336640128
2023-01-01 18:00:00+00:00,104.36748272548614,105.19735266788854,103.98974590365387,104.2191067948826,3119.9619871928467
2023-01-01 19:00:00+00:00,104.5270853243041,105.37981602818769,102.98396566373656,103.98354566238724,2629.113869650101
2023-01-01 20:00:00+00:00,103.6045876832106,105.15296015595308,102.81488045158514,104.69777841332996,2081.7083595679637
2023-01-01 21:00:00+00:00,104.18440664846418,105.74572433712615,102.7542904433913,104.95957017928151,3019.594692853102
2023-01-01 22:00:00+00:00,105.10531281652923,106.38774689350895,103.91072448458915,105.05523209140038,2629.2848015742043
2023-01-01 23:00:00+00:00,104.9087984549523,106.96699931845161,103.20723328673691,105.8719179803486,2285.579234800566
2023-01-02 00:00:00+00:00,105.91941559239127,107.84965760578996,104.19636223285467,106.06227739376364,5736.598736426116
2023-01-02 01:00:00+00:00,106.36264734969407,107.76062038866304,104.46332685402838,105.82691393418973,2845.127894948896
2023-01-02 02:00:00+00:00,105.69710391217714,107.42634734859847,104.73471164779056,105.90090795901136,4082.235587513873
2023-01-02 03:00:00+00:00,105.9575419157994,106.39289348612404,104.35133443540732,105.40555883645126,4985.425704791686
2023-01-02 04:00:00+00:00,105.57130678507383,106.9395827014833,103.90112257781797,105.90697063661601,3441.4429940228383
2023-01-02 05:00:00+00:00,106.21702870343367,106.80805203514255,104.58631232722297,105.96393672063404,3718.3303549908446
2023-01-02 06:00:00+00:00,106.57825813161719,107.16045699278293,104.52025730617777,105.91826652752634,3563.5643033881083
2023-01-02 07:00:00+00:00,106.51134107252292,107.23808296432362,104.70851382695491,106.41216678531617,4171.334998269177
2023-01-02 08:00:00+00:00,106.49624493741051,107.60712170668165,105.28751723189407,106.08394657930008,3648.273841580047
2023-01-02 09:00:00+00:00,106.00162013942476,107.26981495654086,104.47311752176024,106.40650513579331,3555.086210925181
