open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1772323200000,1963.48,1968.60,1958.45,1961.34,35621.947,1772324099999,69943435.18870,67243,16411.521,32229773.34687,0
1772324100000,1961.34,1963.85,1956.68,1957.57,20798.892,1772324999999,40759417.35349,42512,9649.099,18908095.53664,0
1772325000000,1957.58,1960.66,1953.47,1955.36,31584.865,1772325899999,61802204.53802,54537,13080.619,25593408.92365,0
1772325900000,1955.36,1964.12,1954.71,1961.67,27085.249,1772326799999,53076135.10509,48784,13538.962,26531931.34377,0
1772326800000,1961.66,1961.93,1944.77,1948.02,65662.121,1772327699999,128116127.53101,95253,25438.765,49644931.48855,0
1772327700000,1948.03,1957.70,1942.42,1952.88,58230.137,1772328599999,113506293.09731,98567,29294.368,57114285.00429,0
1772328600000,1952.88,1973.61,1951.05,1966.09,70744.959,1772329499999,139034485.39340,119017,41950.208,82412082.30218,0
1772329500000,1966.08,2023.54,1966.08,2011.62,368554.748,1772330399999,736957567.36981,399240,229482.958,459077147.51697,0
1772330400000,2011.62,2052.64,2007.52,2046.55,366859.788,1772331299999,747241611.42749,549275,226103.177,460552105.54977,0
1772331300000,2046.53,2054.67,2026.66,2031.59,156615.860,1772332199999,319021817.62904,245238,71260.644,145202930.65035,0
1772332200000,2031.58,2044.48,2026.56,2042.35,74857.315,1772333099999,152409481.97075,164273,44015.633,89643754.14497,0
1772333100000,2042.35,2047.92,2030.51,2032.18,82755.477,1772333999999,168599521.93470,146391,37635.906,76683159.96896,0
1772334000000,2032.17,2038.57,2031.98,2033.98,47355.755,1772334899999,96370291.83531,77448,27176.689,55302232.08908,0
1772334900000,2033.98,2035.67,2024.69,2033.49,54809.536,1772335799999,111248651.26120,102411,22248.091,45162614.65981,0
1772335800000,2033.48,2034.00,2028.35,2031.98,25943.463,1772336699999,52694175.50915,57998,13182.975,26776301.57679,0
1772336700000,2031.98,2033.97,2015.18,2022.29,91425.565,1772337599999,184968753.58752,105165,35844.026,72506845.14257,0
1772337600000,2022.29,2029.63,2009.45,2012.40,70421.161,1772338499999,142237619.46537,89294,27407.971,55408900.76371,0
1772338500000,2012.40,2015.11,1997.11,2011.05,174020.565,1772339399999,348849458.47537,174631,81873.992,164113406.61374,0
1772339400000,2011.05,2019.87,2008.40,2014.54,43055.775,1772340299999,86714932.07824,77583,22972.545,46273834.71730,0
1772340300000,2014.53,2017.49,2012.56,2014.86,17974.324,1772341199999,36220948.98877,40990,8563.261,17257686.44275,0
1772341200000,2014.86,2018.61,2008.13,2012.28,38899.215,1772342099999,78355447.47415,68731,18075.587,36422167.69478,0
1772342100000,2012.29,2022.32,2012.25,2018.88,32386.515,1772342999999,65392456.18213,52335,18900.384,38160132.94239,0
1772343000000,2018.88,2020.41,2013.57,2013.84,18732.993,1772343899999,37795206.76247,36830,8863.810,17888375.32376,0
1772343900000,2013.83,2014.44,2008.42,2010.44,32686.353,1772344799999,65753402.89158,54550,13381.379,26918033.81321,0
1772344800000,2010.44,2011.78,1992.09,2002.55,106557.470,1772345699999,213154653.33133,136309,44370.482,88745130.46100,0
1772345700000,2002.55,2005.95,1998.16,1999.65,40891.164,1772346599999,81828809.23191,56707,16714.092,33452980.14627,0
1772346600000,1999.66,2001.78,1988.36,1993.93,85239.165,1772347499999,169925081.99293,92930,38381.101,76503023.07193,0
1772347500000,1993.93,1999.95,1988.21,1997.60,45476.328,1772348399999,90709384.48733,66012,22129.163,44145236.51190,0
1772348400000,1997.59,2004.12,1992.00,2002.11,49502.487,1772349299999,98955683.00195,64414,27080.898,54127584.01604,0
1772349300000,2002.10,2004.92,1996.47,1998.94,23924.719,1772350199999,47865902.80252,42877,11591.788,23196426.77137,0
1772350200000,1998.93,2009.88,1995.43,2004.29,47413.143,1772351099999,95032372.25565,74544,26631.101,53381521.52908,0
1772351100000,2004.29,2006.90,2003.10,2006.27,18439.185,1772351999999,36968871.03600,32760,11830.344,23720018.62827,0
1772352000000,2006.26,2009.30,1997.50,2008.43,34970.360,1772352899999,70078464.25320,65225,17214.067,34507652.54256,0
1772352900000,2008.43,2008.43,2002.67,2006.29,24177.595,1772353799999,48488947.03577,38390,11775.276,23614005.26299,0
1772353800000,2006.29,2006.68,2000.47,2000.90,17380.944,1772354699999,34818329.09833,37372,8086.176,16199202.19490,0
1772354700000,2000.90,2001.66,1980.20,1985.24,130622.235,1772355599999,259553221.61925,179223,55582.290,110429098.67123,0
1772355600000,1985.24,1989.98,1974.08,1987.65,83556.522,1772356499999,165717521.72855,125082,38985.764,77370030.25685,0
1772356500000,1987.65,1995.52,1986.10,1990.23,45409.793,1772357399999,90418565.53051,82258,23327.267,46457008.45330,0
1772357400000,1990.23,1991.18,1976.54,1979.07,63971.719,1772358299999,126787537.38717,111500,29607.497,58668204.26574,0
1772358300000,1979.07,1982.31,1976.01,1979.92,33897.219,1772359199999,67092879.08391,68135,18106.439,35842649.41870,0
1772359200000,1979.91,1984.19,1971.02,1982.61,80996.778,1772360099999,160148834.98010,120794,36283.191,71765412.44993,0
1772360100000,1982.61,1985.83,1977.29,1983.94,30823.304,1772360999999,61069077.95927,52244,16055.481,31813161.33569,0
1772361000000,1983.93,1992.40,1979.55,1980.55,72970.455,1772361899999,144969412.85701,92849,37710.257,74919540.06106,0
1772361900000,1980.56,1984.80,1978.19,1983.91,25453.616,1772362799999,50444686.07197,42508,17125.672,33941117.56141,0
1772362800000,1983.91,1987.99,1983.73,1984.60,16738.908,1772363699999,33235228.08779,38088,9275.443,18417447.97242,0
1772363700000,1984.61,1988.69,1984.61,1986.56,16490.416,1772364599999,32768597.46589,37850,9455.078,18788673.22256,0
1772364600000,1986.56,1987.84,1980.90,1982.36,17886.601,1772365499999,35489985.44996,36493,7989.379,15852910.61461,0
1772365500000,1982.36,1985.09,1980.89,1982.30,13979.922,1772366399999,27719237.46542,28397,5901.400,11701405.21124,0
1772366400000,1982.30,1987.25,1980.50,1984.01,17908.146,1772367299999,35527264.45344,36095,11515.171,22845137.65480,0
1772367300000,1984.01,1986.50,1978.27,1979.84,22528.938,1772368199999,44673103.32483,38754,10677.870,21179888.94592,0
1772368200000,1979.84,1985.70,1975.14,1983.29,35857.833,1772369099999,70979033.52208,68342,19076.676,37770409.03061,0
1772369100000,1983.29,1983.29,1975.70,1977.48,24454.362,1772369999999,48366677.50721,49058,11966.218,23666064.06456,0
1772370000000,1977.48,1980.77,1973.43,1978.11,22962.095,1772370899999,45425118.76757,52921,11325.247,22408480.91307,0
1772370900000,1978.11,1980.88,1967.34,1975.53,74602.977,1772371799999,147133931.16530,103148,32811.469,64725667.34243,0
1772371800000,1975.53,1979.60,1972.47,1977.17,27534.788,1772372699999,54401103.09232,54300,11810.095,23338010.94380,0
1772372700000,1977.17,2024.58,1975.35,2005.86,290320.585,1772373599999,582610070.54193,345825,169053.698,339194923.43801,0
1772373600000,2005.86,2027.77,2001.16,2015.00,143470.500,1772374499999,289170199.57477,243918,81896.060,165122377.08575,0
1772374500000,2015.00,2018.33,2002.56,2006.78,80312.527,1772375399999,161374726.12761,144964,34663.202,69658190.63248,0
1772375400000,2006.77,2012.61,1992.40,1997.74,76164.673,1772376299999,152412359.33501,135711,33592.846,67246614.01478,0
1772376300000,1997.73,2004.40,1995.40,1999.13,47992.491,1772377199999,95973698.27584,89475,26903.933,53805170.84723,0
1772377200000,1999.13,2008.15,1997.75,2007.84,41400.096,1772378099999,82914714.21836,81034,24791.049,49649095.11199,0
1772378100000,2007.83,2013.48,2004.32,2009.02,69218.025,1772378999999,139075854.63358,101705,30516.567,61320216.07028,0
1772379000000,2009.01,2015.70,2009.01,2012.66,29381.016,1772379899999,59119986.73130,60260,16532.915,33269012.76951,0
