open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1777593600000,2256.50,2262.95,2256.03,2261.44,21390.521,1777594499999,48359219.16114,29848,13995.933,31641743.39198,0
1777594500000,2261.43,2264.97,2259.75,2261.07,14214.074,1777595399999,32157927.48275,19843,8148.080,18433609.85002,0
1777595400000,2261.07,2262.85,2259.98,2262.40,6835.643,1777596299999,15458349.65592,14320,3375.512,7633377.09281,0
1777596300000,2262.41,2264.50,2257.18,2258.84,10955.598,1777597199999,24769557.68539,19713,4242.667,9591410.85750,0
1777597200000,2258.84,2264.20,2258.55,2262.51,8405.789,1777598099999,19013103.76895,17119,4749.361,10741893.38732,0
1777598100000,2262.52,2264.49,2260.44,2261.50,10265.909,1777598999999,23231301.78047,17680,4662.734,10553246.65966,0
1777599000000,2261.50,2264.97,2260.84,2264.68,8293.373,1777599899999,18767940.43873,13242,4559.673,10318668.26084,0
1777599900000,2264.69,2269.57,2263.79,2266.54,37658.588,1777600799999,85375613.81623,40261,16225.928,36787370.88016,0
1777600800000,2266.54,2268.91,2264.15,2265.76,16692.589,1777601699999,37830552.10830,23681,8581.894,19450265.45513,0
1777601700000,2265.76,2267.31,2262.99,2265.33,10660.254,1777602599999,24141699.93560,14257,4440.269,10056301.75728,0
1777602600000,2265.34,2266.91,2263.34,2265.02,11485.361,1777603499999,26015841.21749,14649,4552.210,10312997.27301,0
1777603500000,2265.02,2266.77,2263.61,2265.70,8360.572,1777604399999,18938210.20250,13710,3641.210,8248622.56754,0
1777604400000,2265.69,2269.55,2264.79,2268.21,16633.505,1777605299999,37718080.39862,18178,10036.757,22757813.67881,0
1777605300000,2268.20,2294.99,2268.17,2283.62,235896.947,1777606199999,538844701.92873,194776,139156.180,317774769.56401,0
1777606200000,2283.62,2287.00,2278.07,2282.79,46608.917,1777607099999,106425145.31963,57772,22087.501,50438445.42949,0
1777607100000,2282.79,2284.60,2280.43,2281.60,26028.134,1777607999999,59413806.40360,32026,11393.786,26007844.72409,0
1777608000000,2281.60,2283.94,2279.72,2281.85,22827.121,1777608899999,52094934.04628,27990,11967.112,27312088.14054,0
1777608900000,2281.86,2284.69,2276.32,2278.12,29812.987,1777609799999,67997305.06715,36278,11168.617,25476052.66414,0
1777609800000,2278.13,2279.76,2276.25,2279.71,19343.761,1777610699999,44067277.86964,23670,8875.167,20219195.08856,0
1777610700000,2279.70,2280.14,2277.80,2278.75,16003.753,1777611599999,36475618.27733,18222,7531.063,17164803.83246,0
1777611600000,2278.75,2285.80,2277.04,2283.32,25066.622,1777612499999,57214337.96254,29146,15668.405,35766957.51913,0
1777612500000,2283.31,2283.55,2280.97,2280.97,10379.453,1777613399999,23688737.51150,15823,5190.540,11846430.85286,0
