open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1769904000000,2450.38,2466.23,2444.26,2463.57,63341.894,1769904899999,155647407.78783,162729,36984.339,90869329.49642,0
1769904900000,2463.57,2474.98,2453.13,2454.73,69071.747,1769905799999,170319589.63388,176478,33225.480,81952443.18076,0
1769905800000,2454.73,2462.90,2446.14,2448.60,41627.619,1769906699999,102126247.31963,116444,22015.817,54017667.13895,0
1769906700000,2448.60,2457.80,2447.47,2450.80,23002.077,1769907599999,56436170.92310,81896,12180.635,29885064.58285,0
1769907600000,2450.80,2454.34,2430.28,2439.42,70479.940,1769908499999,171854148.08272,137745,28423.488,69308351.21012,0
1769908500000,2439.41,2452.76,2428.14,2451.00,50619.742,1769909399999,123369299.50407,109360,26380.867,64325425.16615,0
1769909400000,2451.00,2451.83,2433.24,2435.53,40659.624,1769910299999,99316689.95609,92693,15351.324,37486568.29562,0
1769910300000,2435.53,2445.95,2434.10,2443.30,25981.138,1769911199999,63426167.72487,65676,14905.575,36393158.11065,0
1769911200000,2443.30,2457.20,2438.48,2455.40,29721.828,1769912099999,72744961.79079,83382,15739.411,38534640.17511,0
1769912100000,2455.40,2456.82,2442.69,2444.83,23265.354,1769912999999,56960847.54038,75237,9672.260,23680034.21709,0
1769913000000,2444.83,2454.03,2444.42,2450.17,19255.268,1769913899999,47173749.15914,60822,9851.918,24135466.56734,0
1769913900000,2450.17,2460.69,2449.93,2451.14,23395.487,1769914799999,57438934.03257,66712,12251.031,30079286.67600,0
1769914800000,2451.14,2455.36,2444.88,2448.10,20902.836,1769915699999,51184241.45615,62720,11680.041,28602743.31454,0
1769915700000,2448.09,2449.67,2436.39,2441.82,26030.528,1769916599999,63552400.71864,59331,13677.735,33392116.90191,0
1769916600000,2441.82,2445.36,2437.04,2439.69,20790.570,1769917499999,50762045.48651,53165,8938.527,21823331.21076,0
